rank,athlete_name,country,div_rank,gender_rank,overall_rank,designation,bib,division,points,swim_time,swim_time_detail,swim_div_rank,swim_gender_rank,swim_overall_rank,transition_1,transition_1_detail,bike_time,bike_time_detail,bike_div_rank,bike_gender_rank,bike_overall_rank,transition_2,transition_2_detail,run_time,run_time_detail,run_div_rank,run_gender_rank,run_overall_rank,finish_time
626,Amy Redston,GB,124,626,626,Finisher,558,F30-34,2581,1:25:02,1:25:02,149,878,879,0:05:51,0:05:51,7:27:28,7:27:28,135,707,708,0:07:35,0:07:35,4:09:44,4:09:44,124,626,626,13:15:40
627,Laura Kern,US,92,627,627,Finisher,735,F40-44,2949,1:12:55,1:12:55,84,466,466,0:06:52,0:06:52,7:35:02,7:35:02,103,683,683,0:06:23,0:06:23,4:15:02,4:15:02,92,627,627,13:16:13
628,Emma Rudge,GB,77,628,628,Finisher,1239,F25-29,2866,1:22:38,1:22:38,87,817,818,0:06:13,0:06:13,7:25:07,7:25:07,80,678,678,0:06:46,0:06:46,4:15:32,4:15:32,77,628,628,13:16:15
629,Stefania Filippi,IT,37,629,629,Finisher,401,F55-59,3752,1:27:02,1:27:02,75,943,944,0:08:50,0:08:50,7:32:28,7:32:28,51,773,774,0:07:07,0:07:07,4:00:49,4:00:49,37,629,629,13:16:17
630,Heather Whren,,64,630,630,Finisher,1075,F50-54,3184,1:21:11,1:21:11,84,771,772,0:12:54,0:12:54,7:40:03,7:40:03,88,805,806,0:08:13,0:08:13,3:54:02,3:54:02,64,630,630,13:16:23
631,Emilie Eche,FR,93,631,631,Finisher,857,F40-44,2938,1:22:53,1:22:53,122,823,824,0:08:05,0:08:05,7:30:40,7:30:40,107,733,734,0:05:07,0:05:07,4:10:24,4:10:24,93,631,631,13:17:09
632,Catherine Gance,FR,38,632,632,Finisher,434,F55-59,3739,1:22:39,1:22:39,61,818,819,0:08:18,0:08:18,7:10:06,7:10:06,32,595,595,0:04:53,0:04:53,4:31:28,4:31:28,38,632,632,13:17:22
633,Zinta Zarins,US,76,633,633,Finisher,1426,F45-49,2884,1:08:40,1:08:40,29,293,293,0:09:31,0:09:31,7:00:36,7:00:36,43,431,431,0:08:49,0:08:49,4:50:09,4:50:09,76,633,633,13:17:45
634,Marlen Fuhrmann,CH,94,634,634,Finisher,904,F40-44,2928,1:26:24,1:26:24,132,924,925,0:06:21,0:06:21,7:08:43,7:08:43,93,601,601,0:07:10,0:07:10,4:29:19,4:29:19,94,634,634,13:17:57
635,Katja Rebecca Wiedemann,,125,635,635,Finisher,692,F30-34,2553,1:13:39,1:13:39,87,498,498,0:06:48,0:06:48,7:25:18,7:25:18,121,627,627,0:05:00,0:05:00,4:27:14,4:27:14,125,635,635,13:17:58
636,Millie Crane,GB,126,636,636,Finisher,701,F30-34,2553,1:09:54,1:09:54,70,337,337,0:06:30,0:06:30,7:12:24,7:12:24,101,505,505,0:06:00,0:06:00,4:43:14,4:43:14,126,636,636,13:18:01
637,Birgit Bachmann-Goetzer,DE,39,637,637,Finisher,447,F55-59,3727,1:22:09,1:22:09,58,806,807,0:06:48,0:06:48,6:49:59,6:49:59,16,434,434,0:08:36,0:08:36,4:50:50,4:50:50,39,637,637,13:18:20
638,Justine Devisse,FR,77,638,638,Finisher,1395,F45-49,2876,1:24:27,1:24:27,121,863,864,0:05:23,0:05:23,7:27:04,7:27:04,90,699,699,0:07:51,0:07:51,4:13:36,4:13:36,77,638,638,13:18:22
639,Ines Sandbote,DE,65,639,639,Finisher,1073,F50-54,3156,1:07:22,1:07:22,11,241,241,0:06:28,0:06:28,6:53:30,6:53:30,28,353,353,0:05:34,0:05:34,5:05:49,5:05:49,65,639,639,13:18:44
640,Veronica Romero,,95,640,640,Finisher,869,F40-44,2918,1:07:29,1:07:29,50,249,249,0:06:42,0:06:42,7:44:30,7:44:30,104,711,712,0:06:31,0:06:31,4:13:35,4:13:35,95,640,640,13:18:47
641,Erin Taylor,US,78,641,641,Finisher,1331,F45-49,2863,1:25:35,1:25:35,132,894,895,0:09:56,0:09:56,7:36:57,7:36:57,110,799,800,0:07:34,0:07:34,3:59:30,3:59:30,78,641,641,13:19:31
642,Christina Mueller,,96,642,642,Finisher,891,F40-44,2909,1:10:39,1:10:39,69,373,373,0:07:12,0:07:12,7:35:52,7:35:52,101,676,676,0:06:59,0:06:59,4:18:53,4:18:53,96,642,642,13:19:35
643,Kate Bacon,,22,643,643,Finisher,1128,F18-24,3432,1:08:14,1:08:14,15,273,273,0:07:06,0:07:06,7:44:09,7:44:09,28,716,717,0:05:01,0:05:01,4:15:10,4:15:10,22,643,643,13:19:40
644,Kristin Martin,US,97,644,644,Finisher,825,F40-44,2908,1:18:02,1:18:02,110,665,665,0:06:49,0:06:49,7:19:00,7:19:00,94,615,615,0:04:22,0:04:22,4:31:28,4:31:28,97,644,644,13:19:41
645,Cecilia Di Benedetto,IT,79,645,645,Finisher,1291,F45-49,2858,1:21:35,1:21:35,111,788,789,0:06:36,0:06:36,7:48:21,7:48:21,115,818,819,0:07:50,0:07:50,3:55:31,3:55:31,79,645,645,13:19:53
646,Elena Carro,ES,99,646,646,Finisher,244,F35-39,2554,1:20:25,1:20:25,101,750,751,0:07:18,0:07:18,7:30:44,7:30:44,102,708,709,0:06:26,0:06:26,4:15:27,4:15:27,99,646,646,13:20:19
647,Nadine Sternlicht,,127,647,647,Finisher,709,F30-34,2524,1:23:19,1:23:19,142,835,836,0:10:45,0:10:45,7:23:12,7:23:12,133,702,703,0:13:41,0:13:41,4:09:29,4:09:29,127,647,647,13:20:26
648,Natasha Ham,GB,66,648,648,Finisher,1038,F50-54,3133,1:15:04,1:15:04,49,571,571,0:06:21,0:06:21,7:31:47,7:31:47,68,674,674,0:06:35,0:06:35,4:20:54,4:20:54,66,648,648,13:20:41
649,Carola Püschel González,CL,100,649,649,Finisher,251,F35-39,2550,1:21:39,1:21:39,108,794,795,0:06:57,0:06:57,7:16:36,7:16:36,93,624,624,0:07:03,0:07:03,4:28:28,4:28:28,100,649,649,13:20:43
650,Andrea Herbold,DE,7,650,650,Finisher,322,F60-64,4328,1:22:14,1:22:14,22,809,810,0:07:01,0:07:01,7:16:28,7:16:28,8,626,626,0:07:36,0:07:36,4:27:46,4:27:46,7,650,650,13:21:04
651,Victoria Breidling,DE,23,651,651,Finisher,1132,F18-24,3409,1:21:43,1:21:43,32,795,796,0:05:42,0:05:42,7:02:56,7:02:56,19,514,514,0:04:41,0:04:41,4:46:30,4:46:30,23,651,651,13:21:32
652,Raquel Huybrechts,BE,24,652,652,Finisher,1123,F18-24,3409,1:14:20,1:14:20,25,536,536,0:06:56,0:06:56,7:45:30,7:45:30,29,765,766,0:05:52,0:05:52,4:08:53,4:08:53,24,652,652,13:21:32
653,Anita Klinkosz,PL,128,653,653,Finisher,545,F30-34,2509,1:28:12,1:28:12,156,975,976,0:07:11,0:07:11,7:25:00,7:25:00,139,722,723,0:08:11,0:08:11,4:13:06,4:13:06,128,653,653,13:21:41
654,Julie Pagano,,98,654,654,Finisher,800,F40-44,2869,1:08:28,1:08:28,53,284,284,0:05:23,0:05:23,6:56:11,6:56:11,59,372,372,0:08:10,0:08:10,5:04:44,5:04:44,98,654,654,13:22:56
655,Laura Zuluaga,US,129,655,655,Finisher,556,F30-34,2486,1:06:29,1:06:29,42,216,216,0:07:52,0:07:52,7:22:10,7:22:10,109,569,569,0:09:10,0:09:10,4:37:53,4:37:53,129,655,655,13:23:33
656,Stine Keis Petersen,DK,130,656,656,Finisher,681,F30-34,2485,1:27:17,1:27:17,153,954,955,0:04:26,0:04:26,7:20:53,7:20:53,129,670,670,0:03:18,0:03:18,4:27:43,4:27:43,130,656,656,13:23:38
657,Claudia Alvarez,PA,80,657,657,Finisher,1303,F45-49,2810,1:15:54,1:15:54,76,597,597,0:08:03,0:08:03,7:13:24,7:13:24,72,574,574,0:06:34,0:06:34,4:40:00,4:40:00,80,657,657,13:23:55
658,Jenny Wilson,CA,99,658,658,Finisher,767,F40-44,2856,1:11:58,1:11:58,77,437,437,0:07:49,0:07:49,6:58:27,6:58:27,72,428,428,0:10:08,0:10:08,4:55:34,4:55:34,99,658,658,13:23:57
659,Agata Nowacka,PL,81,659,659,Finisher,1435,F45-49,2809,1:25:09,1:25:09,126,881,882,0:09:10,0:09:10,7:28:57,7:28:57,97,741,742,0:08:38,0:08:38,4:12:07,4:12:07,81,659,659,13:24:01
660,Melissa Nel,ZA,131,660,660,Finisher,579,F30-34,2480,1:17:39,1:17:39,118,645,645,0:06:22,0:06:22,7:35:23,7:35:23,137,715,716,0:03:38,0:03:38,4:21:02,4:21:02,131,660,660,13:24:05
661,Andrea Helmuth,,8,661,661,Finisher,311,F60-64,4291,1:20:56,1:20:56,15,764,765,0:06:41,0:06:41,7:20:03,7:20:03,10,644,644,0:05:41,0:05:41,4:30:49,4:30:49,8,661,661,13:24:10
662,Jill Bartholomew,,82,662,662,Finisher,1401,F45-49,2798,1:17:42,1:17:42,85,649,649,0:06:30,0:06:30,6:55:12,6:55:12,44,437,437,0:07:38,0:07:38,4:57:53,4:57:53,82,662,662,13:24:55
663,Monica Stratton,US,83,663,663,Finisher,1286,F45-49,2793,1:13:10,1:13:10,62,478,478,0:07:14,0:07:14,7:45:44,7:45:44,106,761,762,0:07:53,0:07:53,4:11:18,4:11:18,83,663,663,13:25:19
664,Marcela Alvarez,,84,664,664,Finisher,1309,F45-49,2790,1:08:37,1:08:37,27,291,291,0:05:30,0:05:30,7:21:10,7:21:10,68,560,560,0:06:20,0:06:20,4:43:55,4:43:55,84,664,664,13:25:32
665,Lisa Neubauer,,40,665,665,Finisher,456,F55-59,3634,1:14:11,1:14:11,27,527,527,0:07:00,0:07:00,7:28:06,7:28:06,38,651,651,0:08:05,0:08:05,4:28:44,4:28:44,40,665,665,13:26:07
666,Jaycee Amos,US,132,666,666,Finisher,685,F30-34,2454,1:23:56,1:23:56,147,854,855,0:07:35,0:07:35,7:15:18,7:15:18,123,639,639,0:09:03,0:09:03,4:30:23,4:30:23,132,666,666,13:26:15
667,Christelle Moreau,FR,67,667,667,Finisher,941,F50-54,3065,1:19:47,1:19:47,71,727,727,0:05:31,0:05:31,7:42:49,7:42:49,82,771,772,0:06:47,0:06:47,4:11:27,4:11:27,67,667,667,13:26:21
668,Lee Marchionna,US,68,668,668,Finisher,1048,F50-54,3058,1:20:02,1:20:02,77,740,740,0:10:21,0:10:21,7:31:47,7:31:47,79,736,737,0:10:48,0:10:48,4:13:58,4:13:58,68,668,668,13:26:55
669,Emilie Mullier,FR,101,669,669,Finisher,248,F35-39,2469,1:11:59,1:11:59,63,438,438,0:05:38,0:05:38,7:54:24,7:54:24,109,793,794,0:05:29,0:05:29,4:09:57,4:09:57,101,669,669,13:27:27
670,Emese Möhring,,41,670,670,Finisher,499,F55-59,3601,1:08:09,1:08:09,9,269,269,0:06:16,0:06:16,7:10:41,7:10:41,22,485,485,0:07:46,0:07:46,4:55:59,4:55:59,41,670,670,13:28:51
671,Paola Rodriguez Rivera,PE,133,671,671,Finisher,564,F30-34,2421,1:26:31,1:26:31,150,929,930,0:09:18,0:09:18,7:33:28,7:33:28,149,778,779,0:07:59,0:07:59,4:11:44,4:11:44,133,671,671,13:29:00
672,Rebecca Smith,GB,78,672,672,Finisher,1203,F25-29,2712,1:23:13,1:23:13,89,832,833,0:04:23,0:04:23,7:22:42,7:22:42,77,658,658,0:04:37,0:04:37,4:34:11,4:34:11,78,672,672,13:29:05
673,Megan Ivers,,100,673,673,Finisher,901,F40-44,2793,1:08:35,1:08:35,55,290,290,0:07:18,0:07:18,7:01:23,7:01:23,70,421,421,0:07:13,0:07:13,5:04:47,5:04:47,100,673,673,13:29:16
674,Jacquelyn Macgregor,CA,101,674,674,Finisher,1491,F40-44,2789,1:08:56,1:08:56,58,307,307,0:06:30,0:06:30,7:23:10,7:23:10,91,581,581,0:06:25,0:06:25,4:44:34,4:44:34,101,674,674,13:29:34
675,Sarah Jones,US,42,675,675,Finisher,507,F55-59,3589,1:16:32,1:16:32,39,616,616,0:06:21,0:06:21,7:41:30,7:41:30,50,747,748,0:06:29,0:06:29,4:19:00,4:19:00,42,675,675,13:29:52
676,Angelique Boucard,FR,85,676,676,Finisher,1338,F45-49,2735,1:16:00,1:16:00,77,600,600,0:08:07,0:08:07,7:21:45,7:21:45,81,628,628,0:08:52,0:08:52,4:35:23,4:35:23,85,676,676,13:30:07
677,Cherie Sussner,US,86,677,677,Finisher,1336,F45-49,2734,1:33:48,1:33:48,161,1062,1063,0:06:47,0:06:47,7:20:47,7:20:47,92,730,731,0:06:44,0:06:44,4:22:07,4:22:07,86,677,677,13:30:13
678,Frances Recchia,GB,69,678,678,Finisher,1049,F50-54,3001,1:08:47,1:08:47,15,300,300,0:05:24,0:05:24,7:23:53,7:23:53,56,577,577,0:09:53,0:09:53,4:43:42,4:43:42,69,678,678,13:31:40
679,Kate Maloney,US,102,679,679,Finisher,866,F40-44,2763,1:06:42,1:06:42,43,222,222,0:09:27,0:09:27,7:30:59,7:30:59,98,641,641,0:07:39,0:07:39,4:36:57,4:36:57,102,679,679,13:31:44
680,Valerie Pecori,FR,70,680,680,Finisher,1007,F50-54,2996,1:27:33,1:27:33,110,963,964,0:10:23,0:10:23,7:05:02,7:05:02,63,612,612,0:09:07,0:09:07,4:40:01,4:40:01,70,680,680,13:32:05
681,Rheagan Pratt,US,79,681,681,Finisher,1237,F25-29,2676,0:57:59,0:57:59,10,59,59,0:06:55,0:06:55,7:06:50,7:06:50,51,386,386,0:06:17,0:06:17,5:14:04,5:14:04,79,681,681,13:32:05
682,Consuelo Lopez Ganoza,,87,682,682,Finisher,1359,F45-49,2706,1:26:18,1:26:18,144,921,922,0:05:59,0:05:59,7:29:32,7:29:32,95,734,735,0:09:37,0:09:37,4:21:07,4:21:07,87,682,682,13:32:33
683,Cynthia Hutchings,US,9,683,683,Finisher,308,F60-64,4189,1:15:07,1:15:07,7,574,574,0:04:26,0:04:26,7:11:38,7:11:38,6,524,524,0:08:57,0:08:57,4:52:31,4:52:31,9,683,683,13:32:38
684,Jennifer Marstanovic,US,102,684,684,Finisher,123,F35-39,2401,1:21:17,1:21:17,105,777,778,0:07:45,0:07:45,7:13:02,7:13:02,89,606,606,0:09:45,0:09:45,4:41:17,4:41:17,102,684,684,13:33:06
685,Allison Johnston,US,80,685,685,Finisher,1143,F25-29,2661,1:23:39,1:23:39,93,846,847,0:07:20,0:07:20,7:45:34,7:45:34,87,819,820,0:06:33,0:06:33,4:10:11,4:10:11,80,685,685,13:33:17
686,Anna Lobanova,TH,134,686,686,Finisher,635,F30-34,2367,1:16:26,1:16:26,109,612,612,0:06:58,0:06:58,7:27:55,7:27:55,128,662,662,0:04:35,0:04:35,4:37:36,4:37:36,134,686,686,13:33:29
687,Chloe Jane Ong,PH,103,687,687,Finisher,121,F35-39,2396,1:23:41,1:23:41,113,847,848,0:10:03,0:10:03,7:42:27,7:42:27,114,814,815,0:05:33,0:05:33,4:11:47,4:11:47,103,687,687,13:33:31
688,Patricia Kolias,US,43,688,688,Finisher,450,F55-59,3541,1:32:01,1:32:01,91,1036,1037,0:06:09,0:06:09,7:22:24,7:22:24,47,725,726,0:07:08,0:07:08,4:26:06,4:26:06,43,688,688,13:33:48
689,Megan Otoole,US,88,689,689,Finisher,1322,F45-49,2689,1:30:30,1:30:30,152,1017,1018,0:08:53,0:08:53,7:47:43,7:47:43,126,868,869,0:05:06,0:05:06,4:01:45,4:01:45,88,689,689,13:33:57
690,Jenny Elliott York,GB,71,690,690,Finisher,986,F50-54,2971,1:32:03,1:32:03,124,1038,1039,0:09:34,0:09:34,7:30:04,7:30:04,85,788,789,0:10:55,0:10:55,4:11:32,4:11:32,71,690,690,13:34:08
691,Kat Wilcox,US,104,691,691,Finisher,225,F35-39,2385,1:25:15,1:25:15,118,888,889,0:05:32,0:05:32,7:41:14,7:41:14,110,794,795,0:04:12,0:04:12,4:18:12,4:18:12,104,691,691,13:34:26
692,Inez Stärk,NL,44,692,692,Finisher,411,F55-59,3531,1:19:48,1:19:48,53,730,730,0:05:53,0:05:53,7:03:14,7:03:14,25,506,506,0:04:39,0:04:39,5:01:04,5:01:04,44,692,692,13:34:38
693,Amelia Shepherd-Smith,,89,693,693,Finisher,1305,F45-49,2680,1:17:23,1:17:23,83,639,639,0:08:38,0:08:38,7:39:54,7:39:54,105,760,761,0:07:05,0:07:05,4:21:44,4:21:44,89,693,693,13:34:45
694,Lana Brandli,AU,90,694,694,Finisher,1319,F45-49,2677,1:21:12,1:21:12,108,773,774,0:06:13,0:06:13,7:52:38,7:52:38,118,836,837,0:06:02,0:06:02,4:08:54,4:08:54,90,694,694,13:35:00
695,Madi Elkins,,135,695,695,Finisher,633,F30-34,2346,1:13:00,1:13:00,85,468,468,0:05:51,0:05:51,7:41:37,7:41:37,141,724,725,0:07:03,0:07:03,4:27:41,4:27:41,135,695,695,13:35:13
696,Chrissie Bowie,,45,696,696,Finisher,420,F55-59,3521,1:12:30,1:12:30,19,455,455,0:08:53,0:08:53,7:50:21,7:50:21,55,789,790,0:09:50,0:09:50,4:13:53,4:13:53,45,696,696,13:35:28
697,Sara Bund,,103,697,697,Finisher,752,F40-44,2717,1:04:37,1:04:37,26,162,162,0:06:26,0:06:26,7:03:51,7:03:51,63,408,408,0:06:08,0:06:08,5:14:28,5:14:28,103,697,697,13:35:32
698,Janie White,US,2,698,698,Finisher,1490,F65-69,4746,1:12:40,1:12:40,2,459,459,0:07:17,0:07:17,7:19:16,7:19:16,2,584,584,0:08:32,0:08:32,4:47:53,4:47:53,2,698,698,13:35:38
699,Alexandra Viegas Leontsinis,BR,81,699,699,Finisher,1167,F25-29,2633,1:07:24,1:07:24,39,245,245,0:10:30,0:10:30,7:34:40,7:34:40,78,669,669,0:10:24,0:10:24,4:32:43,4:32:43,81,699,699,13:35:40
700,Emily Hippen,US,104,700,700,Finisher,771,F40-44,2712,1:20:26,1:20:26,120,752,753,0:06:47,0:06:47,7:39:55,7:39:55,112,766,767,0:07:16,0:07:16,4:21:35,4:21:35,104,700,700,13:36:00
701,Yoshie Yabu,US,46,701,701,Finisher,458,F55-59,3511,1:33:47,1:33:47,96,1061,1062,0:09:53,0:09:53,7:35:58,7:35:58,61,833,834,0:05:52,0:05:52,4:10:52,4:10:52,46,701,701,13:36:22
702,Anne Rushelle Nuñez,PH,82,702,702,Finisher,1240,F25-29,2623,1:30:25,1:30:25,101,1016,1017,0:08:04,0:08:04,7:19:25,7:19:25,81,705,706,0:05:00,0:05:00,4:33:33,4:33:33,82,702,702,13:36:27
703,María Arsuaga García-Pelayo,,72,703,703,Finisher,1003,F50-54,2931,1:13:31,1:13:31,35,491,491,0:07:06,0:07:06,7:48:08,7:48:08,83,776,777,0:06:16,0:06:16,4:22:30,4:22:30,72,703,703,13:37:31
704,Esther Domingo Nieto,,91,704,704,Finisher,1366,F45-49,2645,1:13:09,1:13:09,61,476,476,0:06:05,0:06:05,7:28:39,7:28:39,84,645,645,0:05:54,0:05:54,4:43:52,4:43:52,91,704,704,13:37:39
705,Ashley Anderson,US,136,705,705,Finisher,557,F30-34,2313,1:02:44,1:02:44,21,119,119,0:07:58,0:07:58,7:27:40,7:27:40,110,578,578,0:06:20,0:06:20,4:53:19,4:53:19,136,705,705,13:38:01
706,Joanne Curry,GB,83,706,706,Finisher,1164,F25-29,2593,1:18:29,1:18:29,79,685,685,0:06:16,0:06:16,7:42:26,7:42:26,86,767,768,0:05:28,0:05:28,4:26:20,4:26:20,83,706,706,13:38:59
707,Rachel Edwards,,10,707,707,Finisher,319,F60-64,4111,1:21:58,1:21:58,21,804,805,0:11:17,0:11:17,7:21:42,7:21:42,14,685,685,0:08:03,0:08:03,4:36:09,4:36:09,10,707,707,13:39:08
708,Jacqueline Wild,GB,105,708,708,Finisher,912,F40-44,2666,1:17:07,1:17:07,104,628,628,0:07:12,0:07:12,6:47:30,6:47:30,60,387,387,0:07:59,0:07:59,5:19:59,5:19:59,105,708,708,13:39:47
709,Maggie Fournier,CA,92,709,709,Finisher,1274,F45-49,2613,1:08:41,1:08:41,30,295,295,0:05:27,0:05:27,6:53:22,6:53:22,35,356,356,0:04:01,0:04:01,5:28:48,5:28:48,92,709,709,13:40:20
710,Anne Stoltz,,73,710,710,Finisher,996,F50-54,2893,1:27:32,1:27:32,109,961,962,0:09:08,0:09:08,7:46:02,7:46:02,95,852,853,0:08:31,0:08:31,4:09:27,4:09:27,73,710,710,13:40:41
711,Ulrike Conradt,DE,74,711,711,Finisher,958,F50-54,2892,1:21:09,1:21:09,83,770,771,0:06:40,0:06:40,7:28:20,7:28:20,73,694,694,0:06:17,0:06:17,4:38:18,4:38:18,74,711,711,13:40:44
712,Katja Kessler,DE,11,712,712,Finisher,330,F60-64,4090,1:15:40,1:15:40,9,591,591,0:07:17,0:07:17,7:43:24,7:43:24,16,762,763,0:05:43,0:05:43,4:28:51,4:28:51,11,712,712,13:40:55
713,Charmaine Schmidt,ZA,47,713,713,Finisher,474,F55-59,3456,1:13:25,1:13:25,23,487,487,0:08:33,0:08:33,7:49:30,7:49:30,53,785,786,0:06:29,0:06:29,4:22:59,4:22:59,47,713,713,13:40:56
714,Irene Ruberto,IT,106,714,714,Finisher,843,F40-44,2650,1:23:16,1:23:16,124,833,834,0:07:13,0:07:13,8:00:23,8:00:23,128,891,892,0:08:52,0:08:52,4:01:24,4:01:24,106,714,714,13:41:09
715,Victoria Willis,,105,715,715,Finisher,150,F35-39,2298,1:26:02,1:26:02,122,917,918,0:07:14,0:07:14,7:38:51,7:38:51,111,796,797,0:05:31,0:05:31,4:24:04,4:24:04,105,715,715,13:41:42
716,Diana Lizeth Vergara Villada,CO,106,716,716,Finisher,192,F35-39,2296,1:39:35,1:39:35,141,1101,1102,0:11:49,0:11:49,7:20:55,7:20:55,112,798,799,0:07:17,0:07:17,4:22:17,4:22:17,106,716,716,13:41:53
717,Lisa Miller,US,75,717,717,Finisher,989,F50-54,2875,1:20:00,1:20:00,76,739,739,0:07:43,0:07:43,7:21:34,7:21:34,65,650,650,0:09:28,0:09:28,4:43:24,4:43:24,75,717,717,13:42:10
718,Anna Abrell,,107,718,718,Finisher,216,F35-39,2285,1:24:02,1:24:02,115,855,856,0:07:47,0:07:47,7:57:53,7:57:53,119,883,884,0:06:35,0:06:35,4:06:27,4:06:27,107,718,718,13:42:44
719,Julina Ogilvie,US,93,719,719,Finisher,1278,F45-49,2581,1:18:53,1:18:53,99,700,700,0:07:25,0:07:25,7:54:27,7:54:27,119,840,841,0:09:37,0:09:37,4:12:37,4:12:37,93,719,719,13:42:58
720,Sabina Fenner,,12,720,720,Finisher,310,F60-64,4065,1:15:22,1:15:22,8,580,580,0:08:20,0:08:20,7:27:05,7:27:05,12,660,660,0:09:47,0:09:47,4:42:24,4:42:24,12,720,720,13:42:59
721,Rachel Balding,AU,76,721,721,Finisher,962,F50-54,2863,1:17:10,1:17:10,57,630,630,0:08:22,0:08:22,7:45:57,7:45:57,84,786,787,0:08:01,0:08:01,4:23:40,4:23:40,76,721,721,13:43:11
722,Ali Ozymy,US,84,722,722,Finisher,1214,F25-29,2541,1:25:47,1:25:47,97,904,905,0:08:32,0:08:32,6:53:46,6:53:46,64,500,500,0:03:57,0:03:57,5:11:14,5:11:14,84,722,722,13:43:16
723,Lea Cebrian,FR,85,723,723,Finisher,1150,F25-29,2541,1:17:42,1:17:42,75,648,648,0:06:18,0:06:18,7:54:53,7:54:53,91,830,831,0:09:27,0:09:27,4:15:00,4:15:00,85,723,723,13:43:20
724,María Escudero Vaca,,107,724,724,Finisher,805,F40-44,2619,1:11:40,1:11:40,76,426,426,0:06:48,0:06:48,7:36:14,7:36:14,102,682,682,0:04:58,0:04:58,4:44:03,4:44:03,107,724,724,13:43:44
725,Edith Mathilde Estrup Christmas,,94,725,725,Finisher,1383,F45-49,2571,1:08:31,1:08:31,26,288,288,0:05:25,0:05:25,7:51:03,7:51:03,101,754,755,0:08:12,0:08:12,4:30:36,4:30:36,94,725,725,13:43:47
726,Kristi Ware,US,108,726,726,Finisher,748,F40-44,2618,1:19:14,1:19:14,114,714,714,0:06:09,0:06:09,7:19:34,7:19:34,95,623,623,0:05:46,0:05:46,4:53:06,4:53:06,108,726,726,13:43:49
727,Ava Giesbrecht,US,25,727,727,Finisher,1110,F18-24,3141,0:54:37,0:54:37,1,23,23,0:05:48,0:05:48,7:40:54,7:40:54,23,599,599,0:08:01,0:08:01,4:54:33,4:54:33,25,727,727,13:43:53
728,Xueyan Jiang,,86,728,728,Finisher,1165,F25-29,2533,1:26:23,1:26:23,98,923,924,0:07:05,0:07:05,7:43:36,7:43:36,89,824,825,0:06:54,0:06:54,4:20:00,4:20:00,86,728,728,13:43:58
729,Katrina Lacovara,US,77,729,729,Finisher,966,F50-54,2849,1:15:01,1:15:01,48,569,569,0:09:07,0:09:07,7:56:27,7:56:27,92,838,839,0:08:50,0:08:50,4:14:55,4:14:55,77,729,729,13:44:20
730,Patricia Lazaro Lopez,ES,95,730,730,Finisher,1390,F45-49,2564,1:22:49,1:22:49,118,822,823,0:08:07,0:08:07,7:12:59,7:12:59,80,618,618,0:08:03,0:08:03,4:52:27,4:52:27,95,730,730,13:44:25
731,Elizma Geldenhuys,,13,731,731,Finisher,334,F60-64,4048,1:10:43,1:10:43,4,377,377,0:07:22,0:07:22,7:16:15,7:16:15,7,553,553,0:12:08,0:12:08,4:57:57,4:57:57,13,731,731,13:44:25
732,Yulia Belousova,TR,109,732,732,Finisher,871,F40-44,2610,1:26:47,1:26:47,134,938,939,0:07:01,0:07:01,8:24:06,8:24:06,140,995,996,0:12:45,0:12:45,3:33:50,3:33:50,109,732,732,13:44:29
733,DENISE DA SILVA FIORIO LANZA,BR,96,733,733,Finisher,1264,F45-49,2560,1:11:21,1:11:21,39,409,409,0:13:27,0:13:27,7:10:59,7:10:59,69,562,562,0:10:03,0:10:03,4:58:53,4:58:53,96,733,733,13:44:43
734,Virginie Kruse,DE,78,734,734,Finisher,1077,F50-54,2840,1:16:04,1:16:04,55,602,602,0:06:14,0:06:14,7:57:34,7:57:34,90,835,836,0:07:39,0:07:39,4:17:32,4:17:32,78,734,734,13:45:02
735,Brooke McGrath,,110,735,735,Finisher,902,F40-44,2602,1:21:05,1:21:05,121,769,770,0:06:51,0:06:51,7:40:10,7:40:10,113,770,771,0:10:26,0:10:26,4:26:37,4:26:37,110,735,735,13:45:10
736,Leigh Parker,,111,736,736,Finisher,762,F40-44,2600,1:20:02,1:20:02,119,742,742,0:08:00,0:08:00,7:53:06,7:53:06,121,843,844,0:11:42,0:11:42,4:12:27,4:12:27,111,736,736,13:45:18
737,Bruna Milagres Pires Lopes Lins,BR,108,737,737,Finisher,154,F35-39,2246,1:20:34,1:20:34,102,758,759,0:09:07,0:09:07,7:46:53,7:46:53,115,820,821,0:11:57,0:11:57,4:17:29,4:17:29,108,737,737,13:46:00
738,Alice Isom,US,97,738,738,Finisher,1418,F45-49,2540,1:37:44,1:37:44,167,1087,1088,0:07:14,0:07:14,8:04:59,8:04:59,146,966,967,0:07:56,0:07:56,3:48:29,3:48:29,97,738,738,13:46:22
739,Adele Baker,GB,98,739,739,Finisher,1370,F45-49,2539,1:10:56,1:10:56,34,385,385,0:05:54,0:05:54,7:24:48,7:24:48,75,603,603,0:09:56,0:09:56,4:54:56,4:54:56,98,739,739,13:46:30
740,Heidi Tenhunen,,14,740,740,Finisher,344,F60-64,4021,1:25:21,1:25:21,30,893,894,0:06:14,0:06:14,7:17:24,7:17:24,11,648,648,0:04:59,0:04:59,4:52:39,4:52:39,14,740,740,13:46:36
